prix_million_Ar,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
227,181.0,3,2,periurbain,True,True,aucune,True,brut,bon,2005
68,94.0,1,2,rural,True,False,aucune,False,ciment,bon,2002
177,239.0,3,2,rural,False,False,fibre,True,ciment,bon,2001
56,52.0,2,2,periurbain,False,False,aucune,True,carrelage,a_renover,2017
310,136.0,5,1,periurbain,True,True,fibre,True,ciment,neuf,2017
96,107.0,2,2,periurbain,False,True,starlink,False,ciment,a_renover,2002
74,115.0,4,1,rural,False,True,starlink,True,carrelage,a_renover,1994
235,147.0,5,2,urbain,False,False,aucune,True,brut,a_renover,2002
42,56.0,3,1,rural,True,False,starlink,False,ciment,a_renover,2013
130,71.0,1,2,periurbain,False,False,aucune,True,carrelage,neuf,2003
157,73.0,2,2,urbain,True,False,fibre,False,carrelage,bon,1992
308,135.0,5,1,periurbain,False,False,fibre,True,ciment,neuf,2012
98,103.0,4,1,rural,False,True,starlink,True,brut,bon,1996
137,82.0,4,1,periurbain,True,True,aucune,True,ciment,bon,2022
280,244.0,2,2,periurbain,False,True,fibre,False,brut,bon,2002
75,143.0,2,2,rural,True,True,fibre,True,carrelage,a_renover,2019
127,60.0,5,2,periurbain,True,False,fibre,True,ciment,bon,2023
190,94.0,2,1,urbain,True,True,fibre,False,ciment,bon,2003
261,117.0,4,2,periurbain,True,False,aucune,False,carrelage,neuf,2001
106,141.0,2,2,rural,True,True,fibre,False,brut,bon,1994
147,116.0,2,2,periurbain,False,False,starlink,False,brut,bon,1997
132,112.0,2,2,rural,False,False,starlink,False,brut,neuf,2002
111,94.0,1,2,periurbain,False,True,starlink,True,ciment,bon,2023
138,246.0,5,1,rural,False,False,fibre,False,carrelage,a_renover,2011
455,247.0,3,2,urbain,False,True,fibre,False,ciment,bon,2015
210,72.0,5,1,periurbain,True,False,aucune,True,ciment,neuf,1990
233,199.0,2,2,periurbain,False,True,starlink,True,ciment,bon,2012
259,245.0,2,2,rural,False,True,aucune,True,carrelage,neuf,1991
96,55.0,3,1,periurbain,True,False,aucune,True,ciment,bon,1991
86,70.0,1,1,periurbain,True,True,starlink,True,ciment,bon,2010
60,110.0,2,2,rural,False,False,aucune,True,brut,a_renover,1993
113,105.0,4,1,periurbain,False,False,starlink,True,carrelage,a_renover,2010
150,132.0,1,1,periurbain,False,True,fibre,False,carrelage,bon,2016
112,237.0,1,2,rural,False,False,starlink,True,brut,a_renover,2021
209,118.0,1,2,urbain,True,True,fibre,True,ciment,bon,2018
72,87.0,1,2,periurbain,True,True,fibre,True,carrelage,a_renover,1995
98,206.0,1,1,rural,False,False,aucune,False,carrelage,a_renover,1992
235,122.0,2,1,urbain,False,True,starlink,False,ciment,bon,2021
46,52.0,4,2,rural,True,False,fibre,True,ciment,a_renover,2013
117,148.0,1,1,periurbain,False,True,aucune,True,ciment,a_renover,1993
57,76.0,1,1,rural,True,False,starlink,True,carrelage,bon,2014
248,209.0,1,1,urbain,True,False,starlink,False,ciment,a_renover,2011
105,127.0,3,1,rural,True,True,starlink,False,ciment,bon,2021
293,249.0,1,2,urbain,True,False,starlink,True,ciment,a_renover,1992
444,222.0,5,2,periurbain,True,True,fibre,False,ciment,neuf,1990
57,77.0,4,1,rural,True,False,fibre,True,ciment,a_renover,1996
419,237.0,2,1,urbain,False,False,starlink,False,carrelage,bon,2021
424,139.0,3,2,urbain,False,False,fibre,True,ciment,neuf,2019
190,54.0,2,1,urbain,False,True,starlink,False,brut,neuf,2005
136,200.0,1,2,rural,True,True,aucune,False,ciment,bon,2001
283,190.0,5,2,urbain,True,False,aucune,False,ciment,a_renover,1996
124,57.0,5,1,periurbain,True,True,fibre,False,carrelage,bon,2006
58,66.0,5,2,rural,True,False,fibre,False,carrelage,a_renover,2019
284,236.0,3,1,periurbain,False,True,aucune,False,ciment,bon,2000
289,118.0,5,2,urbain,True,False,fibre,True,carrelage,bon,2008
267,201.0,3,1,urbain,False,False,aucune,True,brut,a_renover,2011
401,188.0,5,2,urbain,True,True,aucune,True,ciment,bon,2000
186,104.0,1,1,urbain,True,True,fibre,False,carrelage,bon,2020
259,212.0,3,1,periurbain,True,False,fibre,False,carrelage,bon,1996
470,239.0,5,2,periurbain,False,False,fibre,True,carrelage,neuf,2010
214,64.0,2,1,urbain,True,False,fibre,True,brut,neuf,1997
141,113.0,1,1,urbain,False,False,fibre,True,brut,a_renover,2006
133,81.0,3,2,urbain,False,True,aucune,True,brut,a_renover,2011
170,81.0,2,1,urbain,False,False,aucune,True,brut,bon,2002
190,157.0,1,2,urbain,False,False,starlink,False,brut,a_renover,2008
103,217.0,1,1,rural,False,False,fibre,False,ciment,a_renover,1994
311,157.0,3,1,urbain,True,False,fibre,True,carrelage,bon,2018
148,70.0,5,1,urbain,True,True,fibre,True,carrelage,a_renover,2017
244,204.0,4,2,rural,True,False,starlink,False,carrelage,neuf,2012
120,63.0,5,1,rural,True,True,aucune,False,ciment,neuf,2012
292,198.0,5,1,urbain,False,False,starlink,False,ciment,a_renover,2019
87,66.0,2,2,rural,False,True,aucune,True,carrelage,neuf,2018
190,248.0,1,2,periurbain,True,True,aucune,False,ciment,a_renover,2009
391,182.0,5,1,urbain,True,True,fibre,True,ciment,bon,1991
189,144.0,2,1,urbain,False,True,aucune,True,ciment,a_renover,2008
134,95.0,2,2,urbain,False,True,starlink,False,ciment,a_renover,2010
351,175.0,4,2,periurbain,False,False,starlink,True,carrelage,neuf,1999
461,233.0,5,1,periurbain,False,True,aucune,False,carrelage,neuf,2016
218,66.0,2,1,urbain,True,False,fibre,False,ciment,neuf,1999
274,121.0,4,1,urbain,False,True,starlink,False,brut,bon,2023
167,112.0,3,2,urbain,True,True,fibre,False,ciment,a_renover,1995
112,163.0,1,2,rural,True,False,fibre,False,ciment,bon,1992
292,211.0,4,2,urbain,False,False,starlink,False,brut,a_renover,2021
641,217.0,4,1,urbain,False,False,fibre,True,ciment,neuf,2012
102,178.0,4,2,rural,False,True,fibre,False,carrelage,a_renover,2014
172,140.0,2,1,periurbain,False,True,fibre,True,brut,bon,2007
131,179.0,2,2,rural,True,True,fibre,False,carrelage,bon,2004
96,176.0,3,2,rural,False,False,fibre,True,brut,a_renover,1996
162,120.0,2,1,urbain,True,True,fibre,True,brut,a_renover,2002
438,243.0,3,1,periurbain,False,False,aucune,True,brut,neuf,2011
88,72.0,1,2,periurbain,True,True,starlink,False,brut,bon,2019
316,119.0,1,2,urbain,False,True,aucune,True,carrelage,neuf,2013
77,81.0,2,1,periurbain,False,False,fibre,False,ciment,a_renover,1996
327,167.0,3,1,urbain,False,False,fibre,False,carrelage,bon,2010
136,149.0,3,2,periurbain,True,True,starlink,True,ciment,a_renover,1995
126,136.0,3,1,periurbain,True,True,aucune,False,ciment,a_renover,2003
530,196.0,2,2,urbain,False,False,fibre,True,brut,neuf,2018
343,170.0,4,1,periurbain,False,False,fibre,False,ciment,neuf,2015
130,241.0,4,1,rural,False,True,fibre,False,ciment,a_renover,2004
149,179.0,2,2,periurbain,True,True,aucune,False,brut,a_renover,2021
414,209.0,4,1,urbain,True,False,starlink,True,brut,bon,2006
425,210.0,5,1,periurbain,False,False,starlink,False,ciment,neuf,2013
256,216.0,1,2,urbain,True,False,aucune,True,carrelage,a_renover,2023
88,108.0,1,2,periurbain,True,False,fibre,True,carrelage,a_renover,1991
252,99.0,5,1,periurbain,False,True,aucune,True,brut,neuf,2001
456,242.0,4,1,periurbain,False,True,aucune,True,brut,neuf,2007
76,94.0,2,2,rural,False,True,aucune,True,ciment,bon,2009
96,112.0,3,2,rural,False,True,starlink,True,brut,bon,2005
276,135.0,3,1,urbain,False,False,aucune,False,ciment,bon,1997
221,218.0,1,1,rural,False,False,starlink,False,carrelage,neuf,2021
225,151.0,4,1,urbain,True,True,fibre,False,carrelage,a_renover,2003
168,100.0,4,1,urbain,False,False,aucune,False,brut,a_renover,1997
239,217.0,1,1,periurbain,True,True,aucune,False,carrelage,bon,2002
45,50.0,4,2,rural,True,True,fibre,True,brut,a_renover,1990
370,129.0,2,1,urbain,False,False,starlink,False,brut,neuf,1995
397,217.0,3,1,periurbain,False,False,starlink,True,brut,neuf,2015
113,60.0,1,2,periurbain,False,True,fibre,False,carrelage,neuf,2014
106,225.0,1,2,rural,False,True,aucune,False,carrelage,a_renover,2013
427,153.0,2,2,urbain,True,True,starlink,False,carrelage,neuf,2021
222,114.0,2,2,urbain,True,True,starlink,False,ciment,bon,2016
179,161.0,2,2,rural,True,True,aucune,True,carrelage,neuf,1990
120,100.0,2,2,rural,False,False,starlink,False,carrelage,neuf,1991
188,118.0,5,1,periurbain,True,False,aucune,True,brut,bon,2020
154,123.0,3,1,rural,False,False,aucune,True,carrelage,neuf,2022
648,245.0,2,2,urbain,True,True,fibre,False,brut,neuf,2013
253,133.0,2,2,urbain,False,True,starlink,False,brut,bon,2004
394,221.0,2,1,urbain,True,False,aucune,True,ciment,bon,2003
317,191.0,1,1,periurbain,True,False,fibre,False,carrelage,neuf,2016
249,122.0,3,2,periurbain,False,False,starlink,False,brut,neuf,1990
155,137.0,1,1,periurbain,False,True,fibre,False,brut,bon,2013
299,162.0,2,2,urbain,False,False,aucune,True,brut,bon,2014
239,211.0,3,1,rural,True,False,starlink,False,carrelage,neuf,2007
106,211.0,2,1,rural,False,True,starlink,True,carrelage,a_renover,2021
83,76.0,3,2,periurbain,True,False,aucune,False,brut,a_renover,2018
288,238.0,5,1,rural,True,False,aucune,True,brut,neuf,2010
182,54.0,5,1,periurbain,False,True,starlink,False,ciment,neuf,1999
401,232.0,2,2,periurbain,False,False,aucune,True,carrelage,neuf,2001
91,88.0,3,1,periurbain,False,False,fibre,True,ciment,a_renover,2020
145,136.0,5,2,periurbain,True,True,fibre,True,ciment,a_renover,2023
118,227.0,3,1,rural,True,False,starlink,True,carrelage,a_renover,2011
218,147.0,5,1,periurbain,True,True,fibre,True,brut,bon,1994
350,181.0,3,1,urbain,True,True,starlink,False,ciment,bon,1997
131,167.0,1,2,periurbain,True,False,fibre,False,brut,a_renover,1998
684,235.0,4,1,urbain,True,False,starlink,True,ciment,neuf,2007
115,90.0,1,2,urbain,False,True,fibre,True,ciment,a_renover,1999
194,111.0,5,1,urbain,True,True,fibre,True,ciment,a_renover,2020
177,226.0,4,2,rural,False,True,fibre,False,ciment,bon,2012
167,249.0,1,2,rural,False,False,aucune,False,brut,bon,2013
129,72.0,5,2,rural,True,True,fibre,True,carrelage,neuf,1998
234,196.0,1,2,urbain,True,True,starlink,False,brut,a_renover,2009
261,183.0,4,1,urbain,False,False,aucune,True,ciment,a_renover,2002
54,72.0,1,2,rural,True,True,starlink,False,carrelage,bon,2012
303,157.0,3,2,periurbain,True,True,fibre,False,ciment,neuf,1997
184,237.0,4,1,rural,True,True,aucune,False,carrelage,bon,1998
174,119.0,5,1,rural,False,False,fibre,False,carrelage,neuf,2007
215,211.0,1,2,rural,True,False,fibre,True,brut,neuf,2007
305,133.0,5,1,periurbain,True,False,starlink,False,brut,neuf,2022
248,105.0,4,1,urbain,True,False,fibre,True,ciment,bon,2000
636,215.0,4,1,urbain,False,False,aucune,True,ciment,neuf,2010
333,176.0,3,1,periurbain,False,False,fibre,True,carrelage,neuf,2021
364,89.0,5,2,urbain,True,True,aucune,False,carrelage,neuf,2008
334,184.0,2,1,urbain,False,True,fibre,True,ciment,bon,1993
176,204.0,3,1,periurbain,True,False,fibre,False,brut,a_renover,1995
177,76.0,3,1,periurbain,False,False,aucune,True,ciment,neuf,1991
156,100.0,5,1,rural,False,True,starlink,False,brut,neuf,1990
74,54.0,1,2,urbain,True,True,aucune,False,brut,a_renover,2010
281,113.0,5,1,urbain,True,False,fibre,False,carrelage,bon,2001
194,96.0,2,1,urbain,False,False,fibre,False,ciment,bon,2010
56,101.0,2,1,rural,False,False,fibre,False,ciment,a_renover,1998
187,132.0,5,2,rural,False,True,starlink,False,carrelage,neuf,2008
414,110.0,5,1,urbain,False,False,aucune,False,brut,neuf,1997
440,232.0,4,1,periurbain,True,True,aucune,False,ciment,neuf,2023
151,57.0,3,1,urbain,True,False,aucune,False,ciment,bon,1996
210,238.0,4,1,periurbain,False,True,aucune,False,brut,a_renover,1997
260,96.0,1,1,urbain,True,False,starlink,True,carrelage,neuf,2012
108,57.0,1,2,periurbain,False,False,aucune,True,ciment,neuf,2021
144,148.0,4,2,periurbain,False,False,fibre,False,carrelage,a_renover,1993
221,147.0,4,1,urbain,False,True,starlink,False,ciment,a_renover,1998
122,117.0,4,1,periurbain,True,True,aucune,True,brut,a_renover,2006
399,218.0,3,1,periurbain,False,False,aucune,False,ciment,neuf,2007
94,135.0,1,1,rural,True,True,aucune,True,ciment,bon,2014
622,234.0,2,2,urbain,False,False,fibre,False,ciment,neuf,1993
233,183.0,2,1,urbain,False,True,starlink,True,brut,a_renover,2012
259,112.0,4,2,urbain,False,True,aucune,False,brut,bon,2019
79,96.0,1,2,periurbain,True,True,starlink,True,carrelage,a_renover,2013
108,62.0,4,1,rural,False,True,fibre,False,carrelage,neuf,2013
157,113.0,3,1,periurbain,False,False,aucune,True,brut,bon,2023
257,197.0,4,2,periurbain,False,False,fibre,False,carrelage,bon,2014
102,203.0,2,2,rural,True,True,starlink,False,ciment,a_renover,1996
232,195.0,1,1,urbain,False,True,fibre,True,carrelage,a_renover,1994
81,143.0,3,1,rural,True,True,fibre,False,brut,a_renover,2014
107,227.0,1,1,rural,True,True,starlink,False,ciment,a_renover,2012
138,165.0,2,2,periurbain,True,False,starlink,False,brut,a_renover,1999
59,107.0,2,2,rural,True,True,fibre,False,brut,a_renover,2019
41,80.0,1,2,rural,False,True,fibre,False,carrelage,a_renover,2006
157,195.0,4,2,rural,True,True,starlink,False,brut,bon,2005
110,102.0,1,1,rural,False,True,starlink,True,ciment,neuf,1996
206,136.0,5,2,periurbain,False,True,starlink,False,ciment,bon,2001
143,124.0,2,2,rural,True,True,starlink,True,ciment,neuf,1999
405,222.0,3,1,periurbain,True,False,fibre,True,ciment,neuf,2009
192,70.0,4,2,urbain,True,False,starlink,False,brut,bon,1994
128,71.0,5,2,rural,False,False,aucune,False,carrelage,neuf,1990
355,172.0,4,1,urbain,True,True,fibre,True,brut,bon,2010
63,74.0,1,1,periurbain,True,False,starlink,True,carrelage,a_renover,2022
80,97.0,1,1,periurbain,False,False,starlink,True,carrelage,a_renover,2007
142,185.0,3,1,rural,False,False,fibre,True,carrelage,bon,2020
212,158.0,5,2,rural,True,True,fibre,True,ciment,neuf,2014
300,180.0,1,2,periurbain,True,False,aucune,True,brut,neuf,2006
176,171.0,1,2,rural,True,True,fibre,True,carrelage,neuf,1994
210,175.0,1,1,urbain,False,True,aucune,False,carrelage,a_renover,1997
288,220.0,3,1,urbain,False,True,fibre,True,brut,a_renover,2010
209,174.0,1,2,urbain,False,False,aucune,False,carrelage,a_renover,2010
53,69.0,4,2,rural,True,False,starlink,False,carrelage,a_renover,1997
245,181.0,3,2,urbain,True,True,aucune,True,brut,a_renover,2023
305,102.0,2,2,urbain,False,False,fibre,False,carrelage,neuf,2016
97,89.0,1,2,rural,False,False,fibre,True,ciment,neuf,2016
146,190.0,3,1,rural,True,True,fibre,True,ciment,bon,2017
113,68.0,4,2,rural,True,True,aucune,True,brut,neuf,1994
295,221.0,5,2,periurbain,False,False,aucune,False,carrelage,bon,2016
287,107.0,1,2,urbain,True,True,aucune,True,brut,neuf,1995
126,111.0,5,2,periurbain,False,True,aucune,False,ciment,a_renover,2009
355,197.0,2,2,urbain,True,True,fibre,False,ciment,bon,2002
149,105.0,4,1,rural,False,False,starlink,True,carrelage,neuf,1993
335,147.0,5,1,urbain,False,False,starlink,False,carrelage,bon,1993
270,123.0,4,2,periurbain,True,False,aucune,True,brut,neuf,2002
113,189.0,5,2,rural,True,False,aucune,False,ciment,a_renover,2007
322,109.0,2,2,urbain,True,False,aucune,True,ciment,neuf,1999
98,157.0,5,2,rural,False,False,aucune,True,carrelage,a_renover,2004
177,73.0,3,2,urbain,True,False,aucune,True,ciment,bon,1999
243,221.0,1,1,periurbain,True,True,fibre,True,carrelage,bon,1999
161,155.0,1,1,rural,True,True,fibre,True,ciment,neuf,2010
190,94.0,2,2,urbain,True,False,aucune,False,ciment,bon,2016
424,164.0,1,2,urbain,True,True,starlink,False,carrelage,neuf,1992
102,77.0,5,2,periurbain,True,False,fibre,False,brut,a_renover,1995
183,202.0,4,1,periurbain,True,True,starlink,True,brut,a_renover,1990
198,140.0,4,2,periurbain,False,True,aucune,False,carrelage,bon,2003
110,196.0,4,2,rural,False,False,fibre,False,carrelage,a_renover,2000
158,139.0,1,1,periurbain,False,False,starlink,False,ciment,bon,1991
212,141.0,5,2,periurbain,False,True,fibre,True,carrelage,bon,2016
173,225.0,1,1,periurbain,True,False,aucune,False,brut,a_renover,2005
240,100.0,4,1,urbain,True,True,aucune,False,ciment,bon,1994
406,119.0,4,1,urbain,False,False,fibre,True,carrelage,neuf,1990
194,140.0,5,2,rural,False,False,aucune,True,carrelage,neuf,2017
183,126.0,3,2,urbain,True,False,starlink,False,brut,a_renover,2002
376,94.0,5,2,urbain,False,False,starlink,True,carrelage,neuf,1994
234,84.0,5,2,urbain,True,True,fibre,True,brut,bon,2005
82,120.0,5,1,rural,True,False,starlink,True,brut,a_renover,2004
141,183.0,3,1,rural,False,False,aucune,True,brut,bon,1997
176,157.0,1,2,periurbain,False,True,fibre,True,ciment,bon,1992
206,186.0,1,1,periurbain,True,False,starlink,False,carrelage,bon,2022
557,182.0,4,2,urbain,True,False,aucune,False,carrelage,neuf,2015
289,228.0,4,2,periurbain,False,False,starlink,True,brut,bon,1993
43,83.0,1,1,rural,False,False,fibre,False,ciment,a_renover,2013
318,149.0,4,2,urbain,False,True,fibre,False,brut,bon,1997
171,115.0,3,1,urbain,True,True,starlink,False,carrelage,a_renover,2023
82,88.0,2,2,periurbain,False,True,fibre,True,carrelage,a_renover,1991
620,221.0,3,1,urbain,True,False,starlink,True,brut,neuf,2011
294,176.0,1,2,periurbain,False,True,starlink,False,ciment,neuf,2007
188,168.0,1,1,periurbain,True,False,starlink,False,carrelage,bon,2022
290,234.0,2,2,urbain,False,False,fibre,True,ciment,a_renover,2003
120,53.0,5,2,periurbain,False,False,aucune,True,ciment,bon,1997
62,125.0,1,1,rural,True,True,starlink,False,brut,a_renover,1993
177,181.0,5,1,periurbain,True,False,starlink,True,brut,a_renover,1997
110,86.0,1,2,urbain,False,True,aucune,True,brut,a_renover,1994
228,191.0,1,1,urbain,True,False,aucune,False,ciment,a_renover,2004
215,186.0,3,1,rural,False,False,fibre,True,brut,neuf,2003
185,242.0,1,1,periurbain,True,True,starlink,False,ciment,a_renover,2003
165,85.0,5,2,urbain,True,True,aucune,True,ciment,a_renover,2004
138,140.0,4,1,periurbain,True,False,aucune,False,ciment,a_renover,2007
127,110.0,1,2,periurbain,True,False,fibre,False,brut,bon,2018
65,120.0,2,1,rural,False,False,aucune,True,carrelage,a_renover,2016
52,92.0,2,2,rural,True,False,starlink,True,carrelage,a_renover,2019
80,72.0,3,1,periurbain,True,False,starlink,False,ciment,a_renover,2008
272,162.0,1,2,periurbain,True,True,fibre,True,carrelage,neuf,2000
112,113.0,5,2,rural,False,True,fibre,False,carrelage,bon,2007
289,123.0,5,2,periurbain,True,False,starlink,True,ciment,neuf,2000
246,207.0,1,1,urbain,False,True,starlink,True,ciment,a_renover,2001
380,96.0,5,2,urbain,True,True,starlink,True,carrelage,neuf,2010
61,71.0,2,1,rural,False,True,aucune,True,carrelage,bon,1991
216,76.0,5,1,periurbain,False,True,aucune,False,carrelage,neuf,2018
207,67.0,5,2,urbain,True,True,aucune,True,ciment,bon,2001
193,123.0,5,2,periurbain,True,False,fibre,False,ciment,bon,2013
119,113.0,4,2,periurbain,True,True,aucune,True,brut,a_renover,1996
150,81.0,1,1,urbain,False,False,aucune,False,brut,bon,1998
184,164.0,1,2,periurbain,True,True,aucune,False,ciment,bon,1997
55,74.0,1,2,rural,True,True,aucune,True,brut,bon,1994
259,181.0,4,1,urbain,False,True,fibre,False,brut,a_renover,2012
123,249.0,2,2,rural,False,False,fibre,False,carrelage,a_renover,1996
193,173.0,1,1,periurbain,False,True,starlink,True,carrelage,bon,2011
63,90.0,4,2,rural,False,False,starlink,False,carrelage,a_renover,2015
201,117.0,5,1,urbain,True,False,starlink,False,ciment,a_renover,2006
266,141.0,2,2,urbain,True,True,fibre,True,brut,bon,1999
213,155.0,4,1,periurbain,False,False,aucune,True,carrelage,bon,2018
145,202.0,2,1,rural,False,True,aucune,True,brut,bon,2019
108,54.0,4,1,periurbain,True,False,aucune,False,carrelage,bon,1995
136,187.0,2,1,rural,False,True,aucune,True,brut,bon,2006
486,249.0,5,1,periurbain,False,False,aucune,True,carrelage,neuf,2023
148,142.0,1,1,rural,True,False,fibre,True,carrelage,neuf,2009
101,187.0,3,1,rural,False,True,aucune,False,ciment,a_renover,2000
257,140.0,2,1,periurbain,False,False,starlink,True,brut,neuf,2020
268,159.0,1,2,periurbain,False,False,starlink,False,ciment,neuf,2018
260,208.0,5,1,rural,False,False,aucune,True,ciment,neuf,2013
347,192.0,2,1,urbain,True,False,starlink,False,carrelage,bon,2023
193,86.0,3,2,periurbain,False,False,starlink,True,brut,neuf,1995
195,175.0,1,2,periurbain,True,False,fibre,True,brut,bon,1996
81,102.0,2,2,rural,False,False,fibre,True,ciment,bon,2018
96,120.0,1,1,periurbain,True,True,aucune,True,ciment,a_renover,2021
338,174.0,3,2,urbain,True,True,aucune,True,brut,bon,2014
114,192.0,5,1,rural,False,False,fibre,True,brut,a_renover,1995
56,99.0,2,1,rural,True,True,starlink,False,ciment,a_renover,1993
182,100.0,5,2,urbain,True,True,fibre,True,brut,a_renover,2003
302,76.0,4,2,urbain,False,False,starlink,True,brut,neuf,1995
90,81.0,1,2,rural,False,False,fibre,False,carrelage,neuf,2005
66,122.0,2,2,rural,True,True,aucune,False,brut,a_renover,2005
116,119.0,5,1,rural,False,False,fibre,False,carrelage,bon,2012
94,117.0,1,1,periurbain,True,True,starlink,True,carrelage,a_renover,1991
192,109.0,5,1,urbain,False,True,fibre,False,ciment,a_renover,2016
259,224.0,2,2,periurbain,False,False,starlink,False,ciment,bon,2000
147,192.0,3,2,rural,True,True,starlink,True,brut,bon,2018
127,69.0,1,2,periurbain,True,True,fibre,False,brut,neuf,2023
163,52.0,4,2,urbain,True,True,aucune,False,ciment,bon,1997
155,192.0,4,2,rural,True,True,fibre,True,brut,bon,2019
672,230.0,4,2,urbain,True,False,aucune,False,carrelage,neuf,1991
190,132.0,3,1,urbain,False,False,aucune,False,ciment,a_renover,1990
219,128.0,1,2,periurbain,True,True,starlink,False,carrelage,neuf,2013
284,165.0,1,1,urbain,False,True,fibre,True,ciment,bon,1997
83,161.0,2,2,rural,True,True,fibre,False,ciment,a_renover,2016
376,210.0,2,2,urbain,True,False,aucune,True,carrelage,bon,1993
347,192.0,2,1,urbain,True,False,fibre,True,brut,bon,2001
137,105.0,3,1,rural,False,False,starlink,False,carrelage,neuf,1990
83,122.0,5,2,rural,True,False,aucune,True,ciment,a_renover,1991
80,117.0,5,2,rural,False,False,fibre,True,carrelage,a_renover,2016
267,244.0,1,1,periurbain,True,True,starlink,True,carrelage,bon,2009
114,166.0,1,1,rural,True,True,aucune,True,brut,bon,2001
300,125.0,5,1,urbain,True,True,fibre,False,brut,bon,2007
136,59.0,5,1,urbain,False,False,aucune,False,brut,a_renover,1998
165,146.0,1,1,periurbain,True,False,fibre,False,ciment,bon,1996
167,248.0,1,1,rural,True,True,aucune,True,ciment,bon,2017
291,242.0,3,2,periurbain,False,False,starlink,False,carrelage,bon,2020
95,54.0,3,2,periurbain,True,True,aucune,True,ciment,bon,2003
241,88.0,5,1,urbain,False,False,starlink,True,ciment,bon,2005
164,96.0,4,1,urbain,True,True,aucune,False,brut,a_renover,2018
43,59.0,3,1,rural,True,False,aucune,True,ciment,a_renover,2002
135,161.0,2,1,periurbain,True,True,aucune,False,ciment,a_renover,1991
146,115.0,3,2,rural,False,False,fibre,True,ciment,neuf,2004
338,199.0,1,1,urbain,True,True,aucune,True,brut,bon,2017
237,178.0,4,2,periurbain,True,False,aucune,False,carrelage,bon,2019
145,117.0,1,2,urbain,False,False,fibre,False,ciment,a_renover,2004
239,224.0,2,1,rural,True,True,fibre,False,brut,neuf,2009
158,139.0,1,2,periurbain,False,True,starlink,True,ciment,bon,2003
161,155.0,1,1,rural,False,True,starlink,True,brut,neuf,1996
277,123.0,4,1,urbain,True,True,starlink,True,ciment,bon,2022
288,238.0,5,1,rural,True,False,aucune,False,carrelage,neuf,2017
74,90.0,2,2,rural,True,True,aucune,True,carrelage,bon,2013
115,73.0,3,1,periurbain,False,False,fibre,False,carrelage,bon,1992
219,203.0,2,2,rural,False,False,starlink,True,carrelage,neuf,2009
412,245.0,1,1,urbain,True,False,starlink,True,brut,bon,2002
185,217.0,3,2,periurbain,True,True,aucune,False,brut,a_renover,2009
182,104.0,1,2,periurbain,False,False,aucune,True,brut,neuf,2000
86,55.0,5,2,periurbain,False,False,fibre,False,brut,a_renover,2010
215,194.0,1,2,periurbain,False,False,starlink,True,brut,bon,2021
303,152.0,3,1,urbain,False,True,aucune,True,brut,bon,2000
269,234.0,2,1,periurbain,True,True,fibre,True,brut,bon,2013
294,225.0,3,1,urbain,True,True,aucune,False,brut,a_renover,1992
198,128.0,5,1,periurbain,True,True,fibre,True,ciment,bon,2018
412,245.0,1,1,urbain,True,True,aucune,True,ciment,bon,1993
351,200.0,2,2,periurbain,False,False,fibre,False,carrelage,neuf,1994
383,177.0,5,1,urbain,False,False,fibre,False,carrelage,bon,2007
147,94.0,3,2,urbain,False,False,aucune,False,carrelage,a_renover,2011
250,198.0,2,1,urbain,True,True,starlink,True,carrelage,a_renover,2021
161,209.0,1,2,periurbain,True,False,aucune,True,ciment,a_renover,2003
189,169.0,1,2,periurbain,False,False,starlink,False,carrelage,bon,1992
122,247.0,2,2,rural,False,False,aucune,False,carrelage,a_renover,2002
85,67.0,4,2,periurbain,True,False,starlink,False,carrelage,a_renover,1995
123,130.0,5,1,rural,False,False,starlink,False,brut,bon,2018
397,198.0,4,1,urbain,False,False,fibre,False,ciment,bon,1999
256,234.0,1,2,periurbain,False,True,fibre,False,brut,bon,2019
66,65.0,2,2,periurbain,False,False,fibre,True,brut,a_renover,2014
76,133.0,3,1,rural,True,False,fibre,False,ciment,a_renover,2012
117,236.0,2,1,rural,True,False,aucune,False,brut,a_renover,2003
199,154.0,3,2,periurbain,True,True,fibre,True,brut,bon,2006
169,126.0,2,2,urbain,False,True,fibre,True,brut,a_renover,2020
290,156.0,2,2,urbain,False,True,starlink,True,brut,bon,2008
268,227.0,1,1,urbain,False,False,aucune,False,brut,a_renover,2017
221,104.0,3,1,periurbain,False,False,aucune,False,carrelage,neuf,2017
213,242.0,4,2,periurbain,True,False,fibre,True,ciment,a_renover,2005
221,185.0,1,1,urbain,True,False,aucune,False,ciment,a_renover,2001
168,125.0,4,1,rural,True,True,fibre,False,brut,neuf,2009
116,168.0,1,1,rural,False,False,starlink,False,brut,bon,2007
296,235.0,4,2,periurbain,False,True,fibre,False,carrelage,bon,2000
188,171.0,2,2,rural,False,False,aucune,False,brut,neuf,2021
312,150.0,4,2,periurbain,False,True,starlink,True,brut,neuf,1992
222,136.0,5,1,urbain,False,False,aucune,True,ciment,a_renover,1992
147,103.0,4,2,rural,True,True,fibre,False,carrelage,neuf,2016
209,93.0,3,2,urbain,False,True,starlink,False,carrelage,bon,2013
324,110.0,2,2,urbain,True,True,aucune,True,carrelage,neuf,2009
219,133.0,5,2,urbain,True,False,fibre,False,carrelage,a_renover,1994
