id,prix,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
2197.0,204.0,243.0,3.0,1.0,periurbain,No,1,aucune,0,,,2019.0
4051.0,342.0,194.0,2.0,1.0,periurbain,oui,0,fibre,oui,carrelage,neuf,2009.0
7362.0,227.0,193.0,2.0,1.0,periurbain,oui,oui,aucune,0,brut,bon,1990.0
3362.0,264.0,144.0,2.0,2.0,periurbain,oui,0,aucune,0,carrelage,neuf,2015.0
2501.0,112.0,141.0,1.0,2.0,periurbain,,No,,non,brut,a_renover,2012.0
725.0,71.0,61.0,4.0,2.0,rural,No,0,,Yes,ciment,bon,2004.0
6013.0,233.0,162.0,5.0,2.0,periurbain,non,Yes,aucune,0,,bon,2013.0
978.0,134.0,71.0,1.0,2.0,urbain,non,Yes,fibre,Yes,ciment,bon,1994.0
808.0,212.0,95.0,3.0,2.0,urbain,oui,Yes,aucune,non,brut,bon,1999.0
6179.0,435.0,229.0,4.0,,periurbain,oui,0,aucune,non,ciment,neuf,1995.0
1475.0,275.0,233.0,1.0,2.0,urbain,0,Yes,starlink,0,brut,a_renover,2007.0
8278.0,116.0,110.0,4.0,2.0,periurbain,oui,1,aucune,0,carrelage,a_renover,2011.0
5730.0,,216.0,5.0,1.0,periurbain,0,No,starlink,Yes,brut,bon,2022.0
6750.0,165.0,78.0,2.0,1.0,urbain,1,non,aucune,Yes,,bon,2010.0
4906.0,179.0,196.0,4.0,1.0,periurbain,1,No,aucune,non,carrelage,a_renover,1999.0
7216.0,155.0,205.0,3.0,1.0,rural,,1,aucune,1,ciment,bon,2008.0
9953.0,275.0,183.0,5.0,2.0,urbain,No,oui,starlink,oui,carrelage,a_renover,1992.0
4930.0,361.0,194.0,3.0,2.0,periurbain,oui,non,aucune,Yes,brut,neuf,2023.0
4542.0,102.0,115.0,2.0,2.0,periurbain,No,non,fibre,No,ciment,a_renover,2008.0
3962.0,406.0,204.0,4.0,2.0,urbain,Yes,No,starlink,oui,carrelage,bon,2019.0
7800.0,203.0,145.0,4.0,1.0,periurbain,non,non,fibre,Yes,brut,bon,1998.0
5981.0,406.0,204.0,4.0,2.0,urbain,oui,0,aucune,oui,brut,bon,2005.0
1235.0,265.0,145.0,2.0,2.0,periurbain,0,1,fibre,Yes,,neuf,1990.0
1225.0,552.0,205.0,2.0,2.0,urbain,Yes,0,starlink,non,ciment,neuf,2021.0
1764.0,177.0,230.0,1.0,2.0,periurbain,non,No,aucune,oui,brut,a_renover,1996.0
7621.0,159.0,223.0,2.0,2.0,rural,Yes,Yes,aucune,No,,bon,1993.0
,141.0,98.0,3.0,1.0,,0,1,starlink,1,ciment,bon,1996.0
6210.0,131.0,180.0,2.0,,rural,oui,1,fibre,non,,bon,2016.0
7482.0,279.0,218.0,4.0,2.0,periurbain,non,oui,fibre,0,brut,bon,1992.0
3217.0,327.0,192.0,,2.0,urbain,0,1,starlink,oui,ciment,bon,1991.0
287.0,86.0,110.0,2.0,2.0,rural,oui,oui,starlink,0,ciment,bon,2021.0
6123.0,86.0,77.0,1.0,2.0,rural,No,oui,starlink,No,brut,neuf,2016.0
,298.0,237.0,4.0,,periurbain,0,oui,aucune,non,brut,bon,2015.0
,79.0,113.0,5.0,1.0,rural,0,Yes,fibre,Yes,brut,a_renover,2016.0
7298.0,92.0,71.0,2.0,2.0,rural,0,oui,starlink,Yes,brut,neuf,2008.0
3836.0,,189.0,3.0,,rural,,0,fibre,0,brut,bon,
1657.0,341.0,181.0,3.0,2.0,periurbain,non,Yes,fibre,0,brut,neuf,2016.0
1975.0,344.0,183.0,3.0,2.0,periurbain,oui,non,starlink,1,brut,neuf,2013.0
2397.0,139.0,120.0,2.0,1.0,rural,non,0,starlink,1,ciment,neuf,1995.0
452.0,390.0,194.0,4.0,2.0,urbain,No,0,fibre,1,ciment,bon,2000.0
2710.0,166.0,160.0,1.0,2.0,rural,,1,starlink,non,brut,neuf,1990.0
5719.0,283.0,210.0,5.0,2.0,periurbain,non,0,starlink,oui,ciment,bon,1992.0
3681.0,117.0,146.0,3.0,2.0,rural,non,oui,starlink,oui,ciment,bon,2022.0
422.0,125.0,241.0,3.0,1.0,rural,0,,starlink,1,brut,a_renover,2018.0
7356.0,403.0,246.0,1.0,2.0,periurbain,Yes,No,fibre,Yes,ciment,neuf,2019.0
5316.0,412.0,245.0,1.0,1.0,urbain,oui,oui,fibre,1,ciment,bon,2000.0
657.0,174.0,226.0,1.0,2.0,periurbain,Yes,0,starlink,non,ciment,a_renover,1995.0
3301.0,180.0,123.0,3.0,1.0,urbain,No,non,starlink,No,brut,a_renover,2018.0
7113.0,43.0,55.0,1.0,1.0,rural,Yes,Yes,fibre,non,ciment,bon,2010.0
2845.0,277.0,216.0,4.0,2.0,periurbain,non,Yes,starlink,0,brut,bon,
272.0,310.0,169.0,2.0,1.0,urbain,oui,0,fibre,0,carrelage,bon,2006.0
8644.0,162.0,240.0,1.0,,rural,1,0,aucune,non,brut,,1993.0
5244.0,250.0,119.0,3.0,2.0,urbain,No,,aucune,1,brut,bon,2007.0
1001.0,152.0,51.0,1.0,1.0,urbain,non,No,starlink,non,ciment,,2002.0
4198.0,,117.0,2.0,2.0,rural,non,oui,fibre,No,brut,bon,2023.0
2418.0,210.0,150.0,3.0,2.0,urbain,non,1,aucune,oui,ciment,a_renover,2002.0
875.0,79.0,71.0,3.0,1.0,periurbain,1,non,fibre,Yes,,a_renover,
6458.0,88.0,83.0,3.0,2.0,periurbain,Yes,oui,aucune,0,ciment,a_renover,2002.0
3847.0,108.0,229.0,1.0,2.0,rural,non,Yes,fibre,oui,carrelage,a_renover,2016.0
961.0,167.0,92.0,1.0,1.0,urbain,oui,0,aucune,No,carrelage,bon,1997.0
1580.0,151.0,173.0,5.0,1.0,rural,0,,starlink,non,carrelage,bon,1991.0
6100.0,120.0,87.0,3.0,2.0,rural,Yes,1,aucune,oui,brut,neuf,2006.0
2206.0,91.0,75.0,1.0,,periurbain,No,,starlink,Yes,carrelage,bon,2016.0
7671.0,161.0,209.0,1.0,1.0,periurbain,oui,1,fibre,No,carrelage,a_renover,2008.0
8406.0,113.0,203.0,4.0,1.0,rural,Yes,oui,,1,carrelage,a_renover,2004.0
8808.0,201.0,104.0,2.0,2.0,periurbain,No,0,starlink,non,ciment,neuf,2011.0
4231.0,380.0,96.0,5.0,2.0,urbain,0,1,starlink,No,brut,neuf,1993.0
757.0,,228.0,4.0,2.0,urbain,1,No,starlink,oui,ciment,neuf,1996.0
4866.0,199.0,58.0,2.0,2.0,urbain,No,0,aucune,non,brut,neuf,2018.0
5406.0,79.0,96.0,1.0,,periurbain,0,non,aucune,,brut,a_renover,2018.0
5313.0,120.0,138.0,4.0,2.0,rural,,No,aucune,Yes,carrelage,bon,1991.0
2284.0,62.0,60.0,3.0,,rural,0,oui,starlink,Yes,ciment,bon,2023.0
9157.0,174.0,144.0,3.0,1.0,rural,0,non,starlink,non,brut,neuf,2012.0
7810.0,70.0,60.0,1.0,1.0,rural,0,Yes,starlink,non,brut,neuf,2005.0
5507.0,130.0,154.0,2.0,1.0,periurbain,,Yes,aucune,non,ciment,,2002.0
5309.0,241.0,194.0,3.0,2.0,periurbain,oui,non,starlink,Yes,ciment,bon,2008.0
4827.0,391.0,138.0,2.0,1.0,urbain,oui,0,,non,brut,neuf,1992.0
6681.0,211.0,138.0,4.0,1.0,urbain,1,oui,starlink,oui,ciment,a_renover,2021.0
,289.0,118.0,5.0,1.0,urbain,,Yes,fibre,non,carrelage,bon,1999.0
7210.0,125.0,171.0,2.0,1.0,rural,No,non,aucune,0,brut,bon,2014.0
,204.0,230.0,4.0,2.0,periurbain,1,Yes,aucune,Yes,ciment,a_renover,2021.0
1956.0,406.0,119.0,4.0,1.0,urbain,No,No,fibre,Yes,carrelage,neuf,1990.0
2445.0,49.0,60.0,4.0,2.0,,0,Yes,starlink,0,carrelage,a_renover,2017.0
8165.0,57.0,52.0,3.0,2.0,rural,non,,fibre,non,carrelage,bon,2012.0
9639.0,141.0,144.0,,2.0,periurbain,oui,Yes,fibre,Yes,carrelage,a_renover,2002.0
7456.0,196.0,125.0,4.0,,urbain,non,No,starlink,,ciment,a_renover,2020.0
9002.0,314.0,151.0,4.0,1.0,periurbain,non,Yes,starlink,0,carrelage,neuf,1998.0
2402.0,94.0,78.0,1.0,1.0,,0,0,,Yes,ciment,bon,2006.0
7706.0,78.0,70.0,3.0,2.0,periurbain,1,1,,oui,brut,a_renover,2018.0
1073.0,235.0,73.0,2.0,2.0,urbain,oui,non,aucune,,brut,neuf,2009.0
7977.0,456.0,140.0,4.0,1.0,urbain,No,Yes,fibre,0,brut,neuf,
4240.0,85.0,127.0,5.0,2.0,rural,No,Yes,starlink,0,carrelage,a_renover,2020.0
5436.0,193.0,110.0,5.0,1.0,urbain,oui,1,aucune,No,carrelage,a_renover,2000.0
9367.0,331.0,157.0,4.0,1.0,urbain,non,1,fibre,Yes,carrelage,bon,2002.0
2091.0,120.0,140.0,2.0,1.0,periurbain,Yes,oui,starlink,No,brut,a_renover,2005.0
4527.0,227.0,165.0,3.0,2.0,urbain,non,1,fibre,0,brut,a_renover,
1698.0,179.0,110.0,4.0,1.0,,oui,No,starlink,No,,a_renover,2006.0
9654.0,242.0,114.0,3.0,1.0,urbain,0,Yes,starlink,No,carrelage,,2018.0
9243.0,80.0,113.0,1.0,2.0,rural,No,non,fibre,1,,,1998.0
8598.0,653.0,222.0,4.0,2.0,urbain,1,non,starlink,Yes,carrelage,neuf,1999.0
9213.0,425.0,228.0,3.0,1.0,urbain,1,non,fibre,oui,carrelage,bon,2001.0
8261.0,212.0,179.0,,2.0,periurbain,Yes,0,starlink,Yes,brut,,1999.0
1003.0,48.0,94.0,1.0,1.0,rural,oui,0,starlink,0,ciment,a_renover,2017.0
4930.0,361.0,194.0,3.0,2.0,periurbain,oui,non,aucune,Yes,brut,neuf,2023.0
7983.0,53.0,106.0,1.0,2.0,rural,non,No,aucune,0,ciment,a_renover,2004.0
5036.0,231.0,197.0,2.0,1.0,periurbain,non,non,starlink,oui,carrelage,bon,2022.0
4651.0,181.0,112.0,5.0,1.0,periurbain,1,No,starlink,Yes,brut,,
,380.0,96.0,5.0,2.0,urbain,No,oui,fibre,Yes,brut,neuf,2020.0
1485.0,160.0,104.0,4.0,1.0,periurbain,oui,non,aucune,oui,brut,bon,1995.0
4243.0,201.0,238.0,3.0,,periurbain,Yes,non,starlink,oui,ciment,a_renover,1993.0
5368.0,170.0,59.0,4.0,1.0,periurbain,non,non,aucune,oui,brut,neuf,1991.0
1411.0,362.0,182.0,4.0,1.0,periurbain,No,Yes,starlink,0,ciment,neuf,2021.0
8494.0,101.0,65.0,2.0,2.0,urbain,0,Yes,,0,brut,a_renover,2004.0
1258.0,314.0,139.0,5.0,2.0,periurbain,1,Yes,starlink,oui,carrelage,neuf,1991.0
6558.0,240.0,238.0,1.0,1.0,rural,non,1,fibre,0,brut,neuf,2007.0
709.0,258.0,223.0,2.0,1.0,periurbain,,No,aucune,1,ciment,bon,1994.0
,304.0,230.0,5.0,1.0,periurbain,Yes,Yes,aucune,,carrelage,bon,2003.0
3603.0,,133.0,2.0,1.0,periurbain,oui,0,fibre,1,brut,neuf,2008.0
985.0,105.0,,,1.0,periurbain,1,Yes,starlink,non,brut,a_renover,2015.0
3076.0,160.0,91.0,5.0,2.0,periurbain,Yes,No,starlink,0,ciment,bon,2003.0
7699.0,97.0,178.0,3.0,1.0,rural,0,Yes,fibre,Yes,brut,a_renover,2021.0
5077.0,395.0,216.0,3.0,1.0,periurbain,0,1,fibre,1,brut,neuf,
4101.0,65.0,96.0,4.0,2.0,rural,,Yes,fibre,1,ciment,a_renover,2009.0
6237.0,212.0,177.0,,2.0,urbain,No,No,starlink,0,carrelage,a_renover,2008.0
2722.0,570.0,225.0,1.0,1.0,urbain,Yes,1,starlink,0,brut,neuf,2005.0
1366.0,154.0,123.0,3.0,1.0,rural,non,non,aucune,Yes,carrelage,neuf,2022.0
1268.0,273.0,231.0,1.0,2.0,urbain,0,0,aucune,oui,ciment,a_renover,2012.0
2462.0,220.0,204.0,2.0,1.0,,No,non,starlink,No,ciment,neuf,2001.0
6670.0,165.0,146.0,1.0,1.0,periurbain,1,non,fibre,1,brut,bon,2017.0
268.0,167.0,67.0,,2.0,urbain,No,oui,starlink,non,carrelage,bon,2012.0
3580.0,285.0,237.0,3.0,1.0,periurbain,Yes,0,aucune,0,carrelage,bon,2014.0
4750.0,420.0,207.0,5.0,1.0,periurbain,oui,0,fibre,non,brut,neuf,1991.0
7275.0,362.0,207.0,2.0,1.0,periurbain,No,Yes,fibre,0,brut,neuf,1999.0
6023.0,153.0,189.0,4.0,1.0,rural,oui,,fibre,oui,ciment,bon,1997.0
9215.0,291.0,222.0,3.0,1.0,urbain,No,0,,oui,brut,,
8743.0,120.0,70.0,3.0,1.0,urbain,No,oui,aucune,non,carrelage,a_renover,1997.0
2821.0,443.0,172.0,1.0,1.0,urbain,1,No,starlink,non,brut,neuf,2007.0
9220.0,166.0,111.0,3.0,1.0,urbain,Yes,Yes,fibre,1,brut,a_renover,2016.0
589.0,219.0,239.0,5.0,1.0,periurbain,No,0,fibre,0,carrelage,a_renover,
7243.0,152.0,212.0,2.0,2.0,rural,No,Yes,fibre,1,carrelage,,2018.0
9899.0,104.0,125.0,3.0,2.0,rural,oui,No,fibre,,carrelage,bon,1998.0
6418.0,,,3.0,2.0,periurbain,Yes,Yes,,0,carrelage,a_renover,2014.0
8570.0,180.0,150.0,3.0,1.0,rural,,0,aucune,No,brut,neuf,2016.0
8950.0,321.0,224.0,5.0,2.0,urbain,1,non,fibre,oui,ciment,a_renover,2023.0
8733.0,,81.0,2.0,2.0,urbain,non,non,starlink,0,ciment,neuf,2009.0
2037.0,227.0,174.0,5.0,2.0,rural,No,No,starlink,oui,ciment,neuf,2018.0
6291.0,118.0,122.0,5.0,2.0,rural,1,oui,fibre,1,ciment,bon,2023.0
7659.0,346.0,246.0,5.0,2.0,urbain,0,No,fibre,oui,ciment,a_renover,1990.0
6953.0,208.0,161.0,2.0,1.0,urbain,non,0,fibre,oui,brut,a_renover,2011.0
2028.0,121.0,244.0,2.0,1.0,rural,No,1,aucune,0,brut,a_renover,2011.0
4943.0,219.0,166.0,5.0,2.0,rural,Yes,oui,aucune,1,brut,neuf,1997.0
677.0,430.0,206.0,5.0,2.0,urbain,non,oui,,No,ciment,bon,2015.0
7015.0,133.0,114.0,2.0,1.0,rural,0,0,aucune,Yes,brut,neuf,2006.0
1232.0,116.0,108.0,1.0,1.0,rural,0,Yes,aucune,0,brut,neuf,2021.0
5454.0,113.0,214.0,3.0,2.0,rural,0,No,aucune,non,ciment,a_renover,2004.0
6472.0,141.0,63.0,5.0,1.0,urbain,non,No,fibre,Yes,ciment,a_renover,2001.0
9916.0,150.0,82.0,5.0,2.0,periurbain,oui,No,aucune,No,carrelage,bon,2019.0
6137.0,298.0,,4.0,2.0,urbain,0,0,aucune,non,carrelage,neuf,1996.0
4856.0,145.0,161.0,3.0,1.0,periurbain,oui,0,aucune,,brut,a_renover,2005.0
6654.0,271.0,88.0,2.0,1.0,urbain,0,non,aucune,No,ciment,neuf,2021.0
2432.0,328.0,124.0,1.0,2.0,urbain,Yes,non,aucune,oui,carrelage,neuf,2019.0
7678.0,107.0,99.0,1.0,1.0,rural,No,No,aucune,oui,carrelage,neuf,2018.0
7433.0,59.0,55.0,3.0,1.0,rural,0,non,fibre,non,ciment,bon,1994.0
7338.0,101.0,60.0,3.0,2.0,periurbain,,No,fibre,oui,carrelage,bon,1998.0
7581.0,249.0,177.0,5.0,1.0,periurbain,0,Yes,fibre,oui,brut,bon,2003.0
7152.0,237.0,123.0,2.0,1.0,urbain,oui,Yes,aucune,non,ciment,bon,1991.0
896.0,103.0,168.0,5.0,2.0,rural,1,oui,fibre,oui,ciment,a_renover,2017.0
1611.0,184.0,93.0,2.0,2.0,periurbain,non,oui,fibre,No,brut,neuf,2017.0
7871.0,654.0,235.0,3.0,2.0,urbain,No,Yes,aucune,Yes,brut,neuf,1995.0
5963.0,592.0,209.0,,2.0,urbain,1,Yes,starlink,0,carrelage,neuf,2016.0
6727.0,253.0,218.0,2.0,1.0,periurbain,0,1,aucune,,brut,bon,
1719.0,364.0,215.0,1.0,1.0,,1,0,aucune,non,brut,bon,2022.0
3806.0,251.0,92.0,1.0,2.0,urbain,Yes,0,starlink,oui,brut,neuf,2021.0
8199.0,273.0,125.0,4.0,2.0,periurbain,0,non,aucune,non,brut,neuf,1997.0
6761.0,97.0,51.0,4.0,1.0,rural,Yes,1,starlink,0,carrelage,neuf,1993.0
4701.0,138.0,153.0,5.0,,rural,oui,oui,fibre,1,ciment,bon,2004.0
3961.0,169.0,96.0,1.0,2.0,periurbain,1,No,fibre,No,ciment,neuf,2023.0
6953.0,208.0,161.0,2.0,1.0,urbain,non,0,fibre,oui,brut,a_renover,2011.0
5557.0,178.0,135.0,4.0,1.0,rural,oui,oui,starlink,0,carrelage,neuf,2014.0
5564.0,162.0,82.0,,2.0,,Yes,0,starlink,Yes,ciment,a_renover,2022.0
9123.0,278.0,161.0,1.0,1.0,urbain,oui,0,fibre,oui,carrelage,bon,1996.0
890.0,342.0,194.0,2.0,1.0,periurbain,Yes,0,aucune,non,ciment,neuf,
6092.0,632.0,201.0,5.0,2.0,urbain,oui,0,aucune,No,carrelage,neuf,2022.0
9921.0,115.0,194.0,5.0,2.0,,non,1,starlink,No,brut,a_renover,1999.0
4006.0,65.0,77.0,2.0,1.0,rural,,No,aucune,oui,brut,bon,2009.0
,77.0,110.0,5.0,1.0,rural,No,No,aucune,No,brut,a_renover,2014.0
6216.0,448.0,225.0,5.0,1.0,periurbain,Yes,non,fibre,,ciment,neuf,1993.0
8318.0,173.0,83.0,2.0,1.0,urbain,Yes,No,starlink,non,ciment,bon,2013.0
5819.0,196.0,244.0,2.0,2.0,periurbain,No,Yes,starlink,No,brut,,2017.0
9787.0,425.0,127.0,4.0,2.0,,0,No,fibre,0,,neuf,2007.0
7019.0,147.0,205.0,2.0,1.0,rural,1,No,starlink,No,carrelage,bon,
2799.0,211.0,98.0,,2.0,periurbain,No,non,,No,brut,neuf,2008.0
7578.0,280.0,229.0,5.0,2.0,rural,0,1,starlink,non,carrelage,neuf,2021.0
584.0,77.0,122.0,4.0,1.0,rural,oui,non,aucune,Yes,ciment,a_renover,2000.0
3268.0,269.0,118.0,4.0,,urbain,Yes,non,starlink,oui,brut,bon,2013.0
3932.0,95.0,188.0,2.0,1.0,rural,0,No,starlink,non,brut,a_renover,2001.0
4965.0,258.0,223.0,2.0,1.0,periurbain,1,oui,starlink,non,brut,bon,2022.0
1260.0,104.0,220.0,1.0,1.0,rural,non,Yes,fibre,non,brut,a_renover,2002.0
7222.0,181.0,149.0,2.0,2.0,periurbain,oui,oui,fibre,No,ciment,bon,2017.0
310.0,467.0,132.0,5.0,1.0,urbain,oui,1,fibre,non,carrelage,neuf,2008.0
1716.0,378.0,217.0,2.0,1.0,periurbain,No,Yes,starlink,No,ciment,neuf,2007.0
6027.0,225.0,176.0,2.0,1.0,urbain,Yes,Yes,aucune,No,carrelage,a_renover,2000.0
4212.0,104.0,137.0,2.0,2.0,rural,Yes,0,fibre,non,carrelage,bon,1990.0
9605.0,181.0,223.0,2.0,2.0,periurbain,Yes,,starlink,Yes,carrelage,a_renover,2018.0
4668.0,385.0,184.0,5.0,2.0,periurbain,non,oui,starlink,Yes,ciment,neuf,2009.0
4298.0,93.0,108.0,3.0,1.0,rural,1,0,aucune,non,brut,bon,2002.0
3783.0,92.0,51.0,3.0,1.0,periurbain,oui,0,aucune,No,brut,bon,1992.0
1008.0,141.0,98.0,,1.0,periurbain,oui,Yes,fibre,1,carrelage,bon,2010.0
9195.0,140.0,110.0,2.0,1.0,periurbain,oui,0,aucune,No,carrelage,bon,2020.0
2185.0,197.0,98.0,2.0,1.0,urbain,non,non,aucune,No,ciment,bon,2019.0
3623.0,294.0,60.0,5.0,1.0,urbain,1,1,starlink,0,brut,neuf,1992.0
7825.0,175.0,223.0,4.0,1.0,rural,Yes,Yes,aucune,,brut,bon,2010.0
6431.0,202.0,117.0,1.0,1.0,periurbain,No,1,aucune,Yes,ciment,neuf,1995.0
333.0,307.0,,2.0,1.0,urbain,0,Yes,starlink,No,ciment,a_renover,1995.0
9449.0,60.0,58.0,2.0,1.0,periurbain,No,Yes,aucune,No,brut,a_renover,2013.0
6762.0,117.0,121.0,5.0,2.0,rural,1,non,aucune,non,ciment,bon,1992.0
4834.0,75.0,91.0,1.0,2.0,periurbain,non,1,aucune,non,ciment,,2011.0
7263.0,108.0,75.0,3.0,2.0,rural,0,0,fibre,No,,neuf,1992.0
4756.0,314.0,,3.0,2.0,periurbain,oui,1,fibre,Yes,ciment,neuf,1993.0
6189.0,282.0,,1.0,2.0,urbain,1,oui,aucune,1,ciment,a_renover,1993.0
90.0,252.0,238.0,2.0,1.0,rural,non,non,starlink,0,ciment,neuf,
7920.0,114.0,243.0,1.0,1.0,rural,No,0,fibre,Yes,ciment,a_renover,2004.0
7794.0,134.0,77.0,5.0,1.0,rural,Yes,oui,starlink,non,ciment,neuf,2012.0
1326.0,208.0,150.0,4.0,2.0,periurbain,Yes,,aucune,Yes,ciment,bon,
7456.0,196.0,125.0,4.0,,urbain,non,No,starlink,,ciment,a_renover,2020.0
8863.0,159.0,103.0,4.0,1.0,periurbain,non,No,aucune,oui,ciment,bon,2011.0
2117.0,42.0,53.0,1.0,2.0,rural,oui,No,fibre,non,brut,bon,2022.0
2937.0,117.0,158.0,2.0,2.0,rural,oui,non,starlink,0,brut,bon,2012.0
7819.0,158.0,185.0,5.0,1.0,rural,Yes,,aucune,oui,carrelage,bon,1998.0
983.0,171.0,57.0,4.0,2.0,urbain,oui,0,starlink,Yes,carrelage,bon,1998.0
486.0,79.0,51.0,,1.0,periurbain,non,Yes,aucune,1,ciment,bon,2007.0
8928.0,132.0,102.0,2.0,2.0,periurbain,1,Yes,starlink,0,carrelage,bon,2007.0
9539.0,129.0,140.0,3.0,1.0,periurbain,0,0,starlink,0,brut,a_renover,2004.0
2925.0,295.0,245.0,5.0,1.0,rural,Yes,Yes,aucune,oui,ciment,neuf,2000.0
6572.0,57.0,51.0,3.0,1.0,rural,0,1,starlink,oui,ciment,bon,2015.0
,91.0,75.0,1.0,1.0,periurbain,1,oui,fibre,non,ciment,bon,2014.0
5884.0,236.0,161.0,4.0,2.0,urbain,Yes,Yes,starlink,oui,carrelage,a_renover,1991.0
7829.0,,236.0,1.0,1.0,periurbain,0,oui,fibre,non,carrelage,neuf,2014.0
1306.0,195.0,230.0,,1.0,periurbain,0,1,fibre,0,carrelage,a_renover,2002.0
7281.0,107.0,61.0,,2.0,rural,1,non,fibre,Yes,brut,neuf,2017.0
8377.0,118.0,88.0,2.0,1.0,periurbain,oui,oui,aucune,0,carrelage,bon,1995.0
8709.0,353.0,208.0,1.0,2.0,urbain,No,,aucune,No,carrelage,bon,2000.0
7441.0,195.0,149.0,2.0,1.0,urbain,,Yes,aucune,Yes,carrelage,a_renover,2015.0
627.0,53.0,71.0,1.0,2.0,rural,No,0,starlink,0,ciment,bon,2019.0
7405.0,105.0,132.0,1.0,1.0,periurbain,1,No,fibre,,brut,a_renover,2013.0
4947.0,410.0,213.0,4.0,1.0,periurbain,0,0,fibre,oui,carrelage,neuf,2008.0
,89.0,55.0,3.0,2.0,rural,Yes,No,fibre,Yes,carrelage,neuf,2020.0
4244.0,,105.0,2.0,2.0,urbain,0,Yes,aucune,Yes,brut,a_renover,2004.0
6252.0,93.0,103.0,2.0,1.0,periurbain,oui,Yes,starlink,No,ciment,a_renover,2005.0
4765.0,139.0,71.0,5.0,2.0,periurbain,Yes,No,starlink,No,carrelage,,1998.0
1601.0,58.0,80.0,4.0,1.0,rural,non,non,starlink,non,carrelage,a_renover,2019.0
9659.0,265.0,145.0,2.0,1.0,periurbain,,1,aucune,1,brut,neuf,2003.0
1269.0,238.0,235.0,1.0,2.0,rural,0,oui,aucune,1,carrelage,neuf,2000.0
128.0,194.0,59.0,5.0,1.0,urbain,oui,oui,starlink,1,ciment,bon,1991.0
1988.0,115.0,117.0,5.0,1.0,rural,oui,No,starlink,Yes,carrelage,bon,2016.0
1711.0,,168.0,3.0,1.0,urbain,Yes,Yes,starlink,1,ciment,bon,2013.0
4182.0,39.0,74.0,1.0,2.0,rural,Yes,Yes,aucune,non,carrelage,,1993.0
7854.0,168.0,138.0,3.0,1.0,rural,1,oui,starlink,non,brut,neuf,1997.0
4235.0,222.0,188.0,2.0,2.0,,1,non,starlink,0,ciment,bon,2001.0
,213.0,74.0,5.0,1.0,periurbain,0,No,starlink,Yes,brut,neuf,2021.0
2398.0,283.0,68.0,4.0,1.0,urbain,0,1,fibre,0,ciment,neuf,1990.0
8039.0,175.0,97.0,1.0,2.0,urbain,,No,starlink,0,brut,bon,2008.0
9441.0,150.0,94.0,4.0,2.0,periurbain,0,1,fibre,oui,,bon,2011.0
7365.0,492.0,155.0,4.0,2.0,urbain,0,0,fibre,Yes,ciment,neuf,2018.0
9321.0,168.0,80.0,2.0,1.0,urbain,non,Yes,aucune,Yes,carrelage,bon,1993.0
1186.0,296.0,165.0,2.0,1.0,periurbain,1,non,aucune,,ciment,neuf,2010.0
7313.0,51.0,64.0,4.0,2.0,rural,oui,non,fibre,non,carrelage,a_renover,1994.0
586.0,208.0,121.0,1.0,1.0,periurbain,1,non,fibre,0,ciment,neuf,2011.0
7307.0,212.0,164.0,2.0,2.0,urbain,non,non,aucune,non,brut,a_renover,2016.0
1977.0,455.0,177.0,1.0,2.0,urbain,oui,No,aucune,1,carrelage,neuf,2007.0
5314.0,150.0,109.0,2.0,2.0,urbain,No,No,aucune,,carrelage,a_renover,2017.0
4255.0,180.0,53.0,5.0,1.0,periurbain,0,oui,fibre,1,brut,neuf,2016.0
4247.0,68.0,114.0,3.0,1.0,rural,oui,oui,aucune,0,carrelage,a_renover,1999.0
8741.0,112.0,50.0,4.0,2.0,urbain,No,Yes,aucune,Yes,ciment,a_renover,2015.0
915.0,124.0,156.0,3.0,1.0,rural,non,non,fibre,oui,carrelage,bon,1991.0
1305.0,336.0,115.0,2.0,,urbain,oui,oui,aucune,oui,ciment,neuf,2023.0
6657.0,239.0,224.0,2.0,2.0,rural,1,non,,oui,,neuf,2019.0
3049.0,411.0,226.0,3.0,2.0,,No,1,starlink,non,ciment,neuf,2018.0
7713.0,75.0,104.0,1.0,2.0,rural,oui,1,starlink,1,ciment,bon,2010.0
1273.0,127.0,222.0,5.0,1.0,rural,1,non,fibre,Yes,brut,a_renover,1995.0
5698.0,65.0,133.0,1.0,2.0,rural,No,1,aucune,0,brut,a_renover,2008.0
4099.0,190.0,133.0,4.0,2.0,periurbain,non,Yes,starlink,No,carrelage,bon,2003.0
2796.0,129.0,72.0,5.0,2.0,rural,0,1,aucune,Yes,carrelage,neuf,2011.0
,243.0,228.0,2.0,2.0,rural,Yes,,fibre,No,ciment,neuf,1990.0
3358.0,136.0,175.0,,2.0,rural,No,No,,Yes,brut,bon,2001.0
183.0,236.0,135.0,1.0,1.0,urbain,No,oui,fibre,oui,brut,bon,1995.0
8602.0,135.0,91.0,4.0,1.0,rural,1,Yes,fibre,oui,carrelage,neuf,2014.0
6940.0,219.0,198.0,1.0,1.0,periurbain,No,oui,aucune,non,,bon,1992.0
9484.0,129.0,53.0,5.0,2.0,urbain,0,non,aucune,Yes,carrelage,a_renover,2012.0
8821.0,105.0,59.0,4.0,1.0,rural,non,,fibre,No,ciment,neuf,2008.0
7498.0,158.0,209.0,3.0,1.0,rural,Yes,Yes,starlink,0,brut,bon,2006.0
